site_name,nwis_id,nhdplus_id,long_name,lat,lon,coord_datum,alt,alt_datum,site_type,dvqcoefs.c,dvqcoefs.f,dvqcoefs.a,dvqcoefs.b,dvqcoefs.k,dvqcoefs.m,struct.canal_flag,struct.dam_flag,struct.npdes_flag
nwis_02203950,2203950,6334110,"SNAPFINGER CREEK NEAR DECATUR, GA",33.7634389,-84.2201982,NAD83,844.6,NAVD88,ST,0.434769589,0.492956931,7.069773885,0.177043069,0.325338393,0.33,95,50,95
nwis_02203960,2203960,6333710,"SNAPFINGER CR AT THOMPSON MILL RD NR LITHONIA, GA",33.69666667,-84.1986111,NAD83,749.3,NAVD88,ST,0.422531467,0.465978195,8.711195836,0.164021805,0.271683439,0.37,95,0,95
nwis_02204037,2204037,6333794,"POLE BRIDGE CR AT EVANS MILL RD NEAR LITHONIA, GA",33.6684422,-84.1510287,NAD83,735,NGVD29,ST,0.447577475,0.471054927,7.261178541,0.168945073,0.307697992,0.36,95,50,95
nwis_02207135,2207135,6333488,"LITTLE STONE MTN CR NEAR STONE MOUNTAIN, GA",33.83066058,-84.1393612,NAD83,890,NGVD29,ST,0.619092918,0.49498019,4.434039109,0.18501981,0.364287815,0.32,95,95,95
nwis_02207160,2207160,6333546,"STONE MOUNTAIN CREEK AT GA 124, NEAR LITHONIA, GA",33.7734405,-84.077137,NAD83,733.5,NGVD29,ST,0.423028929,0.465297341,8.232005811,0.164702659,0.287160211,0.37,95,0,95
nwis_02208450,2208450,6331748,"ALCOVY RIVER ABOVE COVINGTON, GA",33.64011554,-83.7790674,NAD83,646,NAVD88,ST,0.349703443,0.519716105,14.09808409,0.170283895,0.202833645,0.31,95,0,50
nwis_02208493,2208493,6331758,"CORNISH CREEK AT HAZELBRAND RD NR COVINGTON, GA",33.6285,-83.7988611,NAD83,660,NGVD29,ST,0.442526536,0.472539135,8.263065112,0.167460865,0.273476181,0.36,95,0,95
nwis_02217643,2217643,1047417,"PARKS CREEK AT LYLE FIELD RD NR JEFFERSON, GA",34.1620583,-83.5250944,NAD83,750,NGVD29,ST,0.586944882,0.488204355,4.658281912,0.181795645,0.365743749,0.33,95,95,95
nwis_02231254,2231254,18257723,"ST MARY'S RIVER AT I-95, NEAR KINGSLAND, GA",30.744124,-81.6542683,NAD83,-9.5,NAVD88,ST-TS,0.407114633,0.491050493,32.68943755,0.128949507,0.075140804,0.38,NA,NA,NA
nwis_02231291,2231291,18252975,"NASSAU RIVER NEAR TISONIA, FL",30.5507931,-81.5898179,NAD83,NA,NA,ST,0.446880453,0.508377242,17.93842882,0.161622758,0.124745314,0.33,NA,NA,NA
nwis_02234000,2234000,10997905,"ST. JOHNS RIVER ABOVE LAKE HARNEY NEAR GENEVA, FL",28.7141611,-81.0353374,NAD83,NA,NA,ST,0.399061934,0.458564535,38.09537377,0.111435465,0.065779029,0.43,0,0,0
nwis_02234500,2234500,11033091,"ST. JOHNS RIVER NEAR SANFORD, FL",28.83804694,-81.3242323,NAD83,NA,NA,ST,0.336422125,0.504992169,40.90899128,0.115007831,0.072660215,0.38,0,0,0
nwis_02235500,2235500,10995987,"BLUE SPRINGS NEAR ORANGE CITY, FL",28.944154,-81.3397866,NAD83,NA,NA,SP,1.919966075,0.562069842,3.006531911,0.217930158,0.173236989,0.22,NA,NA,NA
nwis_02236000,2236000,10989245,"ST. JOHNS RIVER NEAR DE LAND, FL",29.00831827,-81.3825651,NAD83,-0.09,NGVD29,ST,0.347427972,0.494088118,45.13549714,0.105911882,0.063770084,0.4,0,0,0
nwis_02236125,2236125,10989141,"ST. JOHNS RIVER AT ASTOR, FL",29.16692445,-81.5220157,NAD83,NA,NA,ST,0.343839487,0.49699705,47.15632149,0.10300295,0.061674314,0.4,0,0,0
nwis_02244040,2244040,16665219,"ST. JOHNS R AT BUFFALO BLUFF NEAR SATSUMA, FL",29.5963582,-81.683138,NAD83,NA,NA,ST,0.296269328,0.514269156,64.90767662,0.075730844,0.052001664,0.41,0,0,0
nwis_02245260,2245260,16663809,"DEEP CREEK AT SPUDS, FL",29.72969147,-81.4867442,NAD83,NA,NA,ST,0.529338839,0.534320183,10.62700469,0.185679817,0.177768729,0.28,0,95,95
nwis_02264000,2264000,21478144,"CYPRESS CREEK AT VINELAND, FL",28.39056323,-81.5195173,NAD83,96.2,NGVD29,ST,2.029194331,0.54916391,3.814947978,0.21083609,0.129177757,0.24,50,95,95
nwis_02264100,2264100,21477692,"BONNET CREEK NEAR VINELAND, FL",28.32528785,-81.5206284,NAD83,NA,NA,ST,0.635272332,0.468638027,12.23602729,0.161361973,0.128646988,0.37,0,95,95
nwis_02266200,2266200,21477644,"WHITTENHORSE CREEK NEAR VINELAND, FL",28.38500749,-81.6164632,NAD83,7.23,NGVD29,ST,0.986633314,0.52169352,8.935729043,0.18830648,0.113426422,0.29,95,95,95
nwis_02266300,2266300,21478176,"REEDY CREEK NEAR VINELAND, FL",28.33278738,-81.579796,NAD83,66.37,NGVD29,ST,0.671494964,0.536697176,13.29141118,0.183302824,0.112043366,0.28,50,95,95
nwis_02266495,2266495,21478164,"REEDY CREEK AT S-40, NEAR LOUGHMAN, FL",28.27584517,-81.5439622,NAD83,NA,NA,ST,NA,NA,NA,NA,NA,NA,NA,NA,NA
nwis_02304000,2304000,16906571,HILLSBOROUGH R AT FOWLER AV NEAR TEMPLE TERRACE FL,28.05446224,-82.3637032,NAD83,-0.9,NAVD88,ST,NA,NA,NA,NA,NA,NA,NA,NA,NA
nwis_02319302,2319302,166758629,"MADISON BLUE SPRING NR BLUE SPRINGS, FL",30.48049106,-83.2443097,NAD83,48,NGVD29,SP,0.369813252,0.48217817,36.36419162,0.12782183,0.074360721,0.39,NA,NA,NA
nwis_02319520,2319520,NA,"FALMOUTH SPRING AT FALMOUTH, FL",30.36132999,-83.1351374,NAD83,45,NGVD29,SP,NA,NA,NA,NA,NA,NA,NA,NA,NA
nwis_02319950,2319950,NA,"BLUE SPRINGS NEAR DELL,FL",30.126055,-83.2259712,NAD83,25,NGVD29,SP,NA,NA,NA,NA,NA,NA,NA,NA,NA
nwis_02320250,2320250,2229745,TROY SPRING NEAR BRANFORD FLA,30.0060603,-82.997352,NAD83,15,NGVD29,SP,0.302347107,0.487079811,62.93978884,0.092920189,0.052549538,0.42,NA,NA,NA
nwis_02322688,2322688,2161388,"BLUE HOLE SPRING NR HILDRETH, FL",29.9799552,-82.758457,NAD83,20.31,NGVD29,SP,1.095578262,0.528389014,3.536070979,0.201610986,0.258128299,0.27,NA,NA,NA
nwis_02323502,2323502,2232713,FANNING SPRINGS NR WILCOX FLA,29.5891247,-82.9331797,NAD83,NA,NA,SP,0.238194,0.512761135,77.69578848,0.067238865,0.054034571,0.42,NA,NA,NA
nwis_02323566,2323566,933110050,MANATEE SPRING NR CHIEFLAND FLA,29.4896808,-82.976791,NAD83,NA,NA,SP,0.237396393,0.513108768,78.12813298,0.066891232,0.053916096,0.42,NA,NA,NA
nwis_02326526,2326526,2287383,WACISSA RIVER NR WACISSA FLA,30.3013159,-83.9796085,NAD83,NA,NA,ST,NA,NA,NA,NA,NA,NA,NA,NA,NA
nwis_02336120,2336120,2047971,"N.F. PEACHTREE CREEK, BUFORD HWY, NEAR ATLANTA, GA",33.83149307,-84.342703,NAD83,806.9,NAVD88,ST,0.440790363,0.466096936,8.92764869,0.163903064,0.254115301,0.37,95,50,95
nwis_02336152,2336152,2048083,"SOUTH FORK PEACHTREE AT CASA DR, NR CLARKSTON, GA",33.81044444,-84.2479722,NAD83,932.16,NAVD88,ST,0.500140494,0.476265141,6.078898287,0.173734859,0.328914565,0.35,95,95,95
nwis_023362095,23362095,2048005,"BURNT FORK CR AT MILLWOOD WAY NEAR CLARKSTON, GA",33.82138889,-84.2747222,NAD83,840,NGVD29,ST,0.529116114,0.482097589,5.222448406,0.177902411,0.36188856,0.34,95,95,95
nwis_02336240,2336240,2048013,"S.F. PEACHTREE CREEK JOHNSON RD, NEAR ATLANTA, GA",33.80288264,-84.3407585,NAD83,NA,NA,ST,0.457739567,0.465454715,8.579056852,0.164545285,0.254649015,0.37,95,0,95
nwis_02336300,2336300,2047989,"PEACHTREE CREEK AT ATLANTA, GA",33.82030556,-84.40763889,NAD83,763.96,NGVD29,ST,0.403136125,0.462694072,11.56341132,0.157305928,0.214517293,0.38,95,50,95
nwis_02336313,2336313,2048017,"WOODALL CREEK AT DEFOORS FERRY RD, AT ATLANTA, GA",33.8217716,-84.4388178,NAD83,756.2,NAVD88,ST,0.64811568,0.50990284,4.733613017,0.19009716,0.325952804,0.3,95,95,95
nwis_02336340,2336340,2047893,"NANCY CREEK AT JOHNSON FERRY RD, AT CHAMBLEE, GA",33.89788036,-84.345481,NAD83,850,NGVD29,ST,0.451419329,0.471900841,7.871944085,0.168099159,0.281408913,0.36,95,0,95
nwis_02336360,2336360,2047911,"NANCY CREEK AT RICKENBACKER DRIVE, AT ATLANTA, GA",33.86916667,-84.37888889,NAD83,810.3,NAVD88,ST,0.447202579,0.465208214,8.331554623,0.164791786,0.268392054,0.37,95,0,95
nwis_02336410,2336410,2047963,"NANCY CREEK AT WEST WESLEY ROAD, AT ATLANTA, GA",33.83843787,-84.4393734,NAD83,754.2,NAVD88,ST,0.440939816,0.46632572,9.094327144,0.16367428,0.249373391,0.37,95,80,95
nwis_02336526,2336526,3285608,"PROCTOR CREEK AT JACKSON PARKWAY, AT ATLANTA, GA",33.79427255,-84.4743747,NAD83,756.6,NAVD88,ST,0.491573496,0.477964398,7.195810587,0.172035602,0.282703912,0.35,95,95,95
nwis_02336728,2336728,3285770,"UTOY CREEK AT GREAT SOUTHWEST PKWY NR ATLANTA, GA",33.74344087,-84.5682657,NAD83,736.48,NGVD29,ST,0.464175754,0.466039786,9.049448416,0.163960214,0.238064939,0.37,95,0,95
nwis_02337170,2337170,3286494,"CHATTAHOOCHEE RIVER NEAR FAIRBURN, GA",33.65666667,-84.6736111,NAD83,718.3,NAVD88,ST,0.261306429,0.490263672,34.03657174,0.119736328,0.112435665,0.39,95,0,0
nwis_023432415,23432415,2306737,"CHATTAHOOCHEE R .36 MI DS WFG DAM NR FT GAINES, GA",31.62138889,-85.06,NAD83,0,NGVD29,ST,0.336748426,0.438372668,70.07285741,0.071627332,0.042378404,0.49,NA,NA,NA
nwis_02344630,2344630,6415508,"LINE CREEK BLW LAKE MCINTOSH, NR PEACHTREE CITY,GA",33.35761729,-84.5824289,NAD83,752.1,NAVD88,ST,0.439578836,0.469308014,11.27598331,0.160691986,0.201747797,0.37,95,50,95
nwis_02344673,2344673,6415484,"FLAT CREEK (DS OF LAKE) AT PEACHTREE CITY, GA",33.38317219,-84.5727066,NAD83,770,NGVD29,ST,NA,NA,NA,NA,NA,NA,NA,NA,NA
nwis_02394682,2394682,6498058,"RICHLAND CREEK AT OLD DALLAS RD, NEAR DALLAS, GA",34.0789722,-84.8544444,NAD83,800,NGVD29,ST,NA,NA,NA,NA,NA,NA,NA,NA,NA
nwis_02397530,2397530,15823427,"COOSA RIVER AT STATE LINE, AL/GA",34.20176124,-85.447458,NAD83,549.5,NAVD88,ST,0.244784112,0.488343462,50.74922494,0.091656538,0.080498421,0.42,95,0,0
nwis_02423130,2423130,21654166,"CAHABA RIVER AT TRUSSVILLE, AL.",33.62232504,-86.599431,NAD83,673.3,NGVD29,ST,0.463419203,0.4787621,7.590932997,0.1712379,0.28426986,0.35,NA,NA,NA
nwis_02423160,2423160,21654200,CAHABA RIVER NEAR WHITES CHAPEL AL,33.60371416,-86.5491517,NAD83,NA,NA,ST,0.419929311,0.452765305,9.86323509,0.157234695,0.241437333,0.39,NA,NA,NA
nwis_02423397,2423397,21654312,"LITTLE CAHABA RIVER BELOW LEEDS, AL.",33.53454886,-86.5624847,NAD83,595.5,NGVD29,ST,0.431676519,0.478172746,7.005608649,0.171827254,0.33067069,0.35,NA,NA,NA
nwis_02423496,2423496,21655568,"CAHABA RIVER NEAR HOOVER, AL",33.3692767,-86.7841551,NAD83,379.56,NGVD29,ST,0.379290198,0.46103448,15.661312,0.14896552,0.168345006,0.39,NA,NA,NA
nwis_02455980,2455980,18565735,TURKEY CREEK AT SEWAGE PLANT NEAR PINSON AL,33.71121273,-86.6961013,NAD83,501.69,NGVD29,ST,0.422023329,0.450543716,8.237980126,0.159456284,0.287635709,0.39,NA,NA,NA
nwis_02457595,2457595,18566081,"FIVEMILE CREEK NEAR REPUBLIC, AL",33.5970492,-86.8680483,NAD83,NA,NA,ST,0.402855055,0.452805598,9.751813662,0.157194402,0.254545714,0.39,NA,NA,NA
nwis_02458450,2458450,18566201,"VILLAGE CREEK AT AVENUE W AT ENSLEY, AL",33.5176059,-86.8791584,NAD83,505.16,NGVD29,ST,0.365711635,0.451693194,8.637567415,0.158306806,0.316570012,0.39,NA,NA,NA
nwis_02469100,2469100,18546622,TOMBIGBEE RIVER AT PENNINGTON AL,32.2376437,-88.0083498,NAD83,NA,NA,ST,NA,NA,NA,NA,NA,NA,NA,NA,NA
nwis_02473085,2473085,18135842,LEAF RIVER NEAR HATTIESBURG,31.30658333,-89.2641111,NAD83,NA,NA,ST,NA,NA,NA,NA,NA,NA,NA,NA,NA
nwis_02492620,2492620,15714387,"PEARL RIVER AT NSTL STATION, MS",30.352416,-89.6458927,NAD83,NA,NA,ST,0.231810951,0.476768811,52.97773881,0.123231189,0.081427787,0.4,NA,NA,NA
nwis_03007800,3007800,8972788,"Allegheny River at Port Allegany, PA",41.81867578,-78.29279129,NAD83,1454.88,NGVD29,ST,0.283403113,0.456705467,19.05181548,0.143294533,0.185207691,0.4,95,95,95
nwis_03025500,3025500,10222194,"Allegheny River at Franklin, PA",41.3895027,-79.8203322,NAD83,955.84,NGVD29,ST,0.19908789,0.467519813,86.85937195,0.072480187,0.05782804,0.46,95,0,0
nwis_03027500,3027500,6874115,"EB Clarion River at EB Clarion River Dam, PA",41.5531176,-78.5961347,NAD83,1517.58,NGVD29,ST,0.324645726,0.401146513,12.13537041,0.138853487,0.253826683,0.46,95,0,95
nwis_03034000,3034000,4741709,"Mahoning Creek at Punxsutawney, PA",40.93923105,-79.00836738,NAD83,1206.14,NGVD29,ST,0.291431415,0.452162086,15.8973147,0.147837914,0.215843942,0.4,95,0,0
nwis_03036000,3036000,166808422,"Mahoning Creek at Mahoning Creek Dam, PA",40.9275653,-79.2911508,NAD83,1003.39,NGVD29,ST,0.278144575,0.444771296,21.58592405,0.135228704,0.166555417,0.42,95,0,80
nwis_03039035,3039035,4742257,"Allegheny River at Lock & Dam 6 at Clinton, PA",40.71666667,-79.5811111,NAD83,760.4,NGVD29,ST,NA,NA,NA,NA,NA,NA,NA,NA,NA
nwis_03039036,3039036,4742269,"Allegheny River below Lock & Dam 6 at Clinton, PA",40.715,-79.5811111,NAD83,760,NGVD29,ST,NA,NA,NA,NA,NA,NA,NA,NA,NA
nwis_03058000,3058000,3717136,"WEST FORK R BL STONEWALL JACKSON DAM NR WESTON, WV",39.00452778,-80.4733611,NAD83,1006.13,NAVD88,ST,0.321514894,0.425921927,13.77870868,0.144078073,0.225730574,0.43,95,0,80
nwis_03061000,3061000,3715602,"WEST FORK RIVER AT ENTERPRISE, WV",39.42230818,-80.2759187,NAD83,869.02,NAVD88,ST,0.283347706,0.446891446,30.69718902,0.123108554,0.114969248,0.43,95,0,0
nwis_03067510,3067510,3777215,"SHAVERS FORK NR CHEAT BRIDGE, WV",38.6170576,-79.8697849,NAD83,3537.56,NAVD88,ST,0.251763616,0.452002605,10.4687308,0.157997395,0.379413693,0.39,95,95,95
nwis_03071605,3071605,3773975,"Cheat River at Davidson, PA",39.72233056,-79.858925,NAD83,787,NAVD88,ST,NA,NA,NA,NA,NA,NA,NA,NA,NA
nwis_03071690,3071690,3773973,"Cheat River at Nilan, PA",39.73166667,-79.8902778,NAD83,781,NAVD88,ST,NA,NA,NA,NA,NA,NA,NA,NA,NA
nwis_03072655,3072655,3788105,"Monongahela River near Masontown, PA",39.82507696,-79.9228329,NAD83,769,NGVD29,ST,0.211508837,0.458385929,72.81715516,0.081614071,0.06492886,0.46,95,0,0
nwis_03073000,3073000,3789647,"South Fork Tenmile Creek at Jefferson, PA",39.92313056,-80.072558,NAD83,850,NGVD29,ST,0.333063453,0.491165251,17.50153362,0.158834749,0.171552445,0.35,95,0,80
nwis_03075070,3075070,3785895,"Monongahela River at Elizabeth, PA",40.26229225,-79.9011597,NAD83,717.9,NGVD29,ST,0.199871024,0.472468889,80.83698733,0.077531111,0.061892788,0.45,95,0,0
nwis_03077100,3077100,3809041,Youghiogheny R at dam outlet tunnel nr Confluence,39.80138889,-79.3686111,NAD83,1370,NGVD29,ST,NA,NA,NA,NA,NA,NA,NA,NA,NA
nwis_03081000,3081000,3809023,"Youghiogheny River below Confluence, PA",39.8275767,-79.3725353,NAD83,1302.77,NGVD29,ST,0.218682186,0.475238695,33.05621888,0.124761305,0.138335428,0.4,95,0,50
nwis_03083500,3083500,3806147,"Youghiogheny River at Sutersville, PA",40.2402222,-79.8066944,NAD83,733.36,NGVD29,ST,0.213583904,0.476621823,42.4678503,0.113378177,0.110248122,0.41,95,0,0
nwis_03085002,3085002,3785857,"Monongahela R at L&D2 Lower Pool at Braddock, PA",40.3925,-79.8602778,NAD83,694.2,NGVD29,ST,NA,NA,NA,NA,NA,NA,NA,NA,NA
nwis_03098600,3098600,13153643,Mahoning River below West Ave at Youngstown OH,41.10505807,-80.6625755,NAD83,823.51,NAVD88,ST,0.270790933,0.505959226,34.07278227,0.134040774,0.10838228,0.36,95,0,0
nwis_03105500,3105500,19464300,"Beaver River at Wampum, PA",40.88867389,-80.3370083,NAD83,736.24,NGVD29,ST,0.227968924,0.49861716,49.58941745,0.11138284,0.088457639,0.39,95,0,0
nwis_03106000,3106000,10926401,"Connoquenessing Creek near Zelienople, PA",40.8170092,-80.2422837,NAD83,852.31,NGVD29,ST,0.32321134,0.45281193,22.90880429,0.13718807,0.1350551,0.41,95,0,0
nwis_03108490,3108490,3821063,"Ohio R ab Montgomery Dam & Locks at Ohioview, PA",40.6489546,-80.3833975,NAD83,670.2,NGVD29,ST,NA,NA,NA,NA,NA,NA,NA,NA,NA
nwis_03121850,3121850,19389922,Huff Run at Mineral City OH,40.59728465,-81.3590012,NAD83,886.45,NAVD88,ST,0.444128608,0.464729919,7.482534222,0.175270081,0.300914101,0.36,95,95,0
nwis_03183500,3183500,12107522,"GREENBRIER RIVER AT ALDERSON, WV",37.7242874,-80.641468,NAD83,1529,NAVD88,ST,0.259937158,0.455028139,38.36955923,0.114971861,0.100263953,0.43,95,80,0
nwis_03216070,3216070,935090016,"OHIO RIVER AT IRONTON, OH",38.53205556,-82.6859444,NAD83,NA,NA,ST,NA,NA,NA,NA,NA,NA,NA,NA,NA
nwis_03219500,3219500,5215353,Scioto River near Prospect OH,40.4195042,-83.1971372,NAD83,886.06,NAVD88,ST,0.358991637,0.466296546,28.83050331,0.133703454,0.096619201,0.4,50,50,0
nwis_03220510,3220510,5215753,Scioto R. at O'Shaughnessy Dam near Dublin OH,40.15311775,-83.1263,NAD83,NA,NA,ST,NA,NA,NA,NA,NA,NA,NA,NA,NA
nwis_03228039,3228039,5218199,Scioto River above Shadeville OH,39.8397222,-83.0094444,NAD83,NA,NA,ST,NA,NA,NA,NA,NA,NA,NA,NA,NA
nwis_03228300,3228300,5213097,Big Walnut Creek at Sunbury OH,40.2361735,-82.8512892,NAD83,938.09,NAVD88,ST,0.371820573,0.470752998,14.47135034,0.159247002,0.185847844,0.37,95,95,80
nwis_03254520,3254520,2087849,"LICKING RIVER AT HWY 536 NEAR ALEXANDRIA, KY",38.9203417,-84.44799549,NAD83,448.82,NAVD88,ST,0.251690439,0.469226462,66.09800088,0.090773538,0.060109755,0.44,NA,NA,NA
nwis_03254693,3254693,2086989,"THREEMILE CREEK AT THREE MILE ROAD AT COVINGTON,KY",39.05020525,-84.4850474,NAD83,474.82,NAVD88,ST,NA,NA,NA,NA,NA,NA,NA,NA,NA
nwis_03255349,3255349,3404925,Mill Creek at East Sharon Rd at Sharonville OH,39.26944444,-84.4319444,NAD83,556.73,NAVD88,ST,0.409814445,0.466096282,11.96634411,0.163903718,0.203915975,0.37,50,0,0
nwis_03259757,3259757,3405231,W Fk Mill Creek at West Fork Road at Cincinnati OH,39.16305556,-84.5575,NAD83,489.25,NAVD88,ST,0.452003126,0.461966115,6.242966768,0.178033885,0.354378641,0.36,95,80,80
nwis_03259813,3259813,3405231,W Fk Mill Creek at Hille Park at Cincinnati OH,39.15,-84.5475,NAD83,463.83,NAVD88,ST,0.452003126,0.461966115,6.242966768,0.178033885,0.354378641,0.36,95,80,80
nwis_03271510,3271510,3883750,Great Miami River near Linden Ave at Miamisburg OH,39.63728058,-84.2924416,NAD83,NA,NA,ST,NA,NA,NA,NA,NA,NA,NA,NA,NA
nwis_03277200,3277200,3407553,"OHIO RIVER AT MARKLAND DAM NEAR WARSAW, KY",38.77478484,-84.9643932,NAD83,407.26,NGVD29,ST,NA,NA,NA,NA,NA,NA,NA,NA,NA
nwis_03288180,3288180,1825494,"CANE RUN CREEK AT CITATION BLVD NR LEXINGTON, KY",38.09166667,-84.50138889,NAD83,NA,NA,ST,NA,NA,NA,NA,NA,NA,NA,NA,NA
nwis_03289200,3289200,1825492,"TOWN BRANCH AT YARNALLTON ROAD AT YARNALLTON, KY",38.103687,-84.5879977,NAD83,NA,NA,ST,0.381620384,0.46320921,10.00753293,0.16679079,0.261843265,0.37,95,50,50
nwis_03292470,3292470,10163598,"HARRODS CREEK AT HIGHWAY 329 NR GOSHEN, KY.",38.36173418,-85.5749608,NAD83,439.7,NGVD29,ST,0.34862218,0.453146697,12.43821804,0.156853303,0.230614612,0.39,95,0,0
nwis_03292474,3292474,10163710,"GOOSE CREEK AT OLD WESTPORT RD NR ST MATTHEWS, KY",38.2759036,-85.606072,NAD83,552.15,NGVD29,ST,0.679617848,0.576765613,4.458400464,0.233234387,0.330032074,0.19,95,80,80
nwis_03292475,3292475,10163710,"GOOSE CREEK AT US HWY 42 NEAR GLENVIEW ACRES, KY",38.3034027,-85.62801689,NAD83,NA,NA,ST,0.679617848,0.576765613,4.458400464,0.233234387,0.330032074,0.19,95,80,0
nwis_03292480,3292480,10163686,"LITTLE GOOSE CREEK NEAR HARRODS CREEK, KY",38.31256909,-85.6257947,NAD83,459.93,NGVD29,ST,0.424718282,0.460973924,5.670812675,0.179026076,0.415196557,0.36,95,95,95
nwis_03292500,3292500,10163886,"SOUTH FORK BEARGRASS CREEK AT LOUISVILLE, KY",38.2114592,-85.7024613,NAD83,448.6,NGVD29,ST,NA,NA,NA,NA,NA,NA,NA,NA,NA
nwis_03293000,3293000,10163884,"M FK BEARGRASS CR AT OLD CANNONS LN AT LOUISVILLE,",38.237293,-85.6646834,NAD83,476.7,NGVD29,ST,0.384557343,0.468223284,8.793584899,0.171776716,0.295714712,0.36,NA,NA,NA
nwis_03293500,3293500,10163884,"M FK BEARGRASS CR AT LEXINGTON RD AT LOUISVILLE,KY",38.25034895,-85.7166287,NAD83,431,NGVD29,ST,0.384557343,0.468223284,8.793584899,0.171776716,0.295714712,0.36,NA,NA,NA
nwis_03293510,3293510,10163868,"BEARGRASS CREEK AT RIVER ROAD AT LOUISVILLE, KY",38.26701505,-85.721351,NAD83,412.18,NGVD29,ST,0.353150378,0.481446342,11.67096907,0.168553658,0.242623803,0.35,NA,NA,NA
nwis_03293530,3293530,10163728,"MUDDY FK AT MOCKINGBIRD VALLEY RD AT LOUISVILLE,KY",38.27645917,-85.693573,NAD83,NA,NA,ST,0.447049698,0.475887696,5.997314672,0.184112304,0.372981557,0.34,NA,NA,NA
nwis_03294570,3294570,10163798,"MILL CREEK AT ORELL ROAD NEAR LOUISVILLE, KY",38.07812588,-85.8899635,NAD83,NA,NA,ST,0.4155234,0.472837967,7.697973709,0.177162033,0.312628157,0.35,NA,NA,NA
nwis_03297800,3297800,10265394,"CEDAR CREEK AT HWY 1442 NEAR SHEPHERDSVILLE, KY",37.9911111,-85.6411111,NAD83,NA,NA,ST,0.402620291,0.471346406,6.915474613,0.178653594,0.359155358,0.35,NA,NA,NA
nwis_03297900,3297900,10263816,"FLOYDS FORK NEAR PEWEE VALLEY, KY",38.28534776,-85.4674592,NAD83,NA,NA,ST,0.307100375,0.558132245,12.39303128,0.191867755,0.262749626,0.25,NA,NA,NA
nwis_03298000,3298000,10264510,"FLOYDS FORK AT FISHERVILLE, KY",38.18840166,-85.460235,NAD83,542.6,NGVD29,ST,0.328001605,0.466061867,15.7148866,0.153938133,0.194004936,0.38,NA,NA,NA
nwis_03298135,3298135,10264014,"CHENOWETH RUN AT RUCKRIEGAL PARKWAY, KY",38.19479109,-85.557181,NAD83,NA,NA,ST,0.404470132,0.45650521,6.770067956,0.17349479,0.365191378,0.37,NA,NA,NA
nwis_03298150,3298150,10264014,"CHENOWETH RUN AT GELHAUS LANE NEAR FERN CREEK, KY",38.16006729,-85.5421797,NAD83,NA,NA,ST,0.404470132,0.45650521,6.770067956,0.17349479,0.365191378,0.37,NA,NA,NA
nwis_03298200,3298200,10264192,"FLOYDS FORK NEAR MT WASHINGTON, KY",38.08534216,-85.5549556,NAD83,NA,NA,ST,0.502656297,0.47235116,4.819486218,0.18764884,0.412789014,0.34,NA,NA,NA
nwis_03298250,3298250,10264224,"CEDAR CREEK AT THIXTON ROAD NEAR LOUISVILLE, KY",38.0792321,-85.6160683,NAD83,NA,NA,ST,0.41000305,0.46459399,7.196187987,0.17540601,0.338930313,0.36,NA,NA,NA
nwis_03298300,3298300,10264216,PENNSLYVANIA RUN AT MT WASHINGTON RD NR LOUISVILLE,38.08756629,-85.642458,NAD83,NA,NA,ST,0.42835623,0.462126592,6.185277283,0.177873408,0.37742941,0.36,NA,NA,NA
nwis_03301900,3301900,10264004,"FERN CREEK AT OLD BARDSTOWN RD AT LOUISVILLE, KY",38.1756242,-85.615237,NAD83,NA,NA,ST,0.448516586,0.474175801,5.304014123,0.185824199,0.420355583,0.34,NA,NA,NA
nwis_03301940,3301940,10264038,"NORTHERN DITCH AT OKOLONA, KY",38.1503466,-85.6935714,NAD83,447.5,NGVD29,ST,0.424178894,0.478181787,6.86589857,0.181818213,0.343363052,0.34,NA,NA,NA
nwis_03302000,3302000,10264532,"POND CREEK NEAR LOUISVILLE, KY",38.1197916,-85.7957955,NAD83,430.38,NGVD29,ST,0.312094675,0.533884782,11.47280637,0.186115218,0.279282663,0.28,NA,NA,NA
nwis_03302030,3302030,10264270,"POND CREEK AT PENDLETON ROAD NEAR LOUISVILLE, KY",38.05423677,-85.8716296,NAD83,NA,NA,ST,0.333054162,0.469165658,12.94862434,0.160834342,0.231879045,0.37,NA,NA,NA
nwis_03302050,3302050,10264274,"BRIER CREEK AT PENDELTON ROAD NEAR LOUISVILLE, KY",38.0478476,-85.8571848,NAD83,NA,NA,ST,0.447867992,0.474037543,5.246369463,0.185962457,0.425589694,0.34,NA,NA,NA
nwis_03311000,3311000,4004164,"NOLIN RIVER AT KYROCK, KY",37.2742157,-86.2508064,NAD83,400,NGVD29,ST,NA,NA,NA,NA,NA,NA,NA,NA,NA
nwis_03318010,3318010,11621250,"ROUGH RIVER NEAR FALLS OF ROUGH AT DAM, KY",37.62199988,-86.5041474,NAD83,NA,NA,ST,NA,NA,NA,NA,NA,NA,NA,NA,NA
nwis_03321500,3321500,11617279,"GREEN RIVER AT LOCK 1 AT SPOTTSVILLE, KY",37.8583774,-87.4097294,NAD83,NA,NA,ST,0.139010469,0.535745857,108.7480652,0.064254143,0.066150168,0.4,NA,NA,NA
